instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_category,day_name
11088,2012-04-12,Musim Panas,1,4,4,0,4,Hari Kerja,Cerah,0.3,0.2879,0.61,0.2239,0,1,1,Malam,Kamis
11089,2012-04-12,Musim Panas,1,4,5,0,4,Hari Kerja,Cerah,0.3,0.2879,0.61,0.2239,0,21,21,Pagi,Kamis
11090,2012-04-12,Musim Panas,1,4,6,0,4,Hari Kerja,Cerah,0.3,0.2879,0.65,0.2537,2,94,96,Pagi,Kamis
11091,2012-04-12,Musim Panas,1,4,7,0,4,Hari Kerja,Cerah,0.3,0.2727,0.65,0.3284,12,294,306,Pagi,Kamis
11092,2012-04-12,Musim Panas,1,4,8,0,4,Hari Kerja,Cerah,0.32,0.303,0.66,0.3284,20,604,624,Pagi,Kamis
11093,2012-04-12,Musim Panas,1,4,9,0,4,Hari Kerja,Cerah,0.36,0.3333,0.57,0.3582,16,271,287,Pagi,Kamis
11094,2012-04-12,Musim Panas,1,4,10,0,4,Hari Kerja,Cerah,0.4,0.4091,0.5,0.2985,38,103,141,Pagi,Kamis
11095,2012-04-12,Musim Panas,1,4,11,0,4,Hari Kerja,Cerah,0.42,0.4242,0.47,0.2985,50,174,224,Pagi,Kamis
11096,2012-04-12,Musim Panas,1,4,12,0,4,Hari Kerja,Cerah,0.46,0.4545,0.41,0.4478,60,199,259,Siang,Kamis
11097,2012-04-12,Musim Panas,1,4,13,0,4,Hari Kerja,Cerah,0.48,0.4697,0.36,0.4478,55,148,203,Siang,Kamis
11098,2012-04-12,Musim Panas,1,4,14,0,4,Hari Kerja,Cerah,0.5,0.4848,0.31,0.3284,74,150,224,Siang,Kamis
11099,2012-04-12,Musim Panas,1,4,15,0,4,Hari Kerja,Cerah,0.48,0.4697,0.31,0.2537,42,169,211,Siang,Kamis
11100,2012-04-12,Musim Panas,1,4,16,0,4,Hari Kerja,Cerah,0.48,0.4697,0.31,0.2836,54,299,353,Siang,Kamis
11101,2012-04-12,Musim Panas,1,4,17,0,4,Hari Kerja,Cerah,0.5,0.4848,0.27,0.3881,60,596,656,Sore,Kamis
11102,2012-04-12,Musim Panas,1,4,18,0,4,Hari Kerja,Cerah,0.5,0.4848,0.27,0.3881,63,547,610,Sore,Kamis
11103,2012-04-12,Musim Panas,1,4,19,0,4,Hari Kerja,Cerah,0.46,0.4545,0.31,0.2985,50,383,433,Sore,Kamis
11104,2012-04-12,Musim Panas,1,4,20,0,4,Hari Kerja,Cerah,0.44,0.4394,0.33,0.2537,26,254,280,Sore,Kamis
11105,2012-04-12,Musim Panas,1,4,21,0,4,Hari Kerja,Cerah,0.42,0.4242,0.35,0.1343,13,174,187,Malam,Kamis
11106,2012-04-12,Musim Panas,1,4,22,0,4,Hari Kerja,Cerah,0.42,0.4242,0.35,0.194,15,143,158,Malam,Kamis
11107,2012-04-12,Musim Panas,1,4,23,0,4,Hari Kerja,Cerah,0.42,0.4242,0.35,0.194,8,86,94,Malam,Kamis
11108,2012-04-13,Musim Panas,1,4,0,0,5,Hari Kerja,Cerah,0.4,0.4091,0.37,0.2537,14,41,55,Malam,Jumat
11109,2012-04-13,Musim Panas,1,4,1,0,5,Hari Kerja,Cerah,0.36,0.3485,0.46,0.194,2,28,30,Malam,Jumat
11110,2012-04-13,Musim Panas,1,4,2,0,5,Hari Kerja,Cerah,0.34,0.3333,0.49,0.194,6,5,11,Malam,Jumat
11111,2012-04-13,Musim Panas,1,4,3,0,5,Hari Kerja,Cerah,0.34,0.3333,0.61,0.1642,3,8,11,Malam,Jumat
11112,2012-04-13,Musim Panas,1,4,4,0,5,Hari Kerja,Berawan,0.34,0.3333,0.53,0.1343,1,4,5,Malam,Jumat
11113,2012-04-13,Musim Panas,1,4,5,0,5,Hari Kerja,Berawan,0.34,0.3333,0.53,0.1642,2,19,21,Pagi,Jumat
11114,2012-04-13,Musim Panas,1,4,6,0,5,Hari Kerja,Cerah,0.32,0.3182,0.57,0.1642,0,84,84,Pagi,Jumat
11115,2012-04-13,Musim Panas,1,4,7,0,5,Hari Kerja,Cerah,0.34,0.3182,0.61,0.2239,13,283,296,Pagi,Jumat
11116,2012-04-13,Musim Panas,1,4,8,0,5,Hari Kerja,Cerah,0.38,0.3939,0.46,0.1642,24,539,563,Pagi,Jumat
11117,2012-04-13,Musim Panas,1,4,9,0,5,Hari Kerja,Cerah,0.42,0.4242,0.41,0.1642,36,294,330,Pagi,Jumat
11118,2012-04-13,Musim Panas,1,4,10,0,5,Hari Kerja,Cerah,0.44,0.4394,0.38,0.194,59,133,192,Pagi,Jumat
11119,2012-04-13,Musim Panas,1,4,11,0,5,Hari Kerja,Cerah,0.46,0.4545,0.36,0.1343,75,158,233,Pagi,Jumat
11120,2012-04-13,Musim Panas,1,4,12,0,5,Hari Kerja,Cerah,0.5,0.4848,0.31,0.0,104,218,322,Siang,Jumat
11121,2012-04-13,Musim Panas,1,4,13,0,5,Hari Kerja,Cerah,0.52,0.5,0.27,0.2836,112,246,358,Siang,Jumat
11122,2012-04-13,Musim Panas,1,4,14,0,5,Hari Kerja,Cerah,0.52,0.5,0.27,0.0,125,223,348,Siang,Jumat
11123,2012-04-13,Musim Panas,1,4,15,0,5,Hari Kerja,Cerah,0.54,0.5152,0.28,0.2537,115,237,352,Siang,Jumat
11124,2012-04-13,Musim Panas,1,4,16,0,5,Hari Kerja,Cerah,0.56,0.5303,0.26,0.2537,113,350,463,Siang,Jumat
11125,2012-04-13,Musim Panas,1,4,17,0,5,Hari Kerja,Cerah,0.56,0.5303,0.24,0.1642,117,621,738,Sore,Jumat
11126,2012-04-13,Musim Panas,1,4,18,0,5,Hari Kerja,Cerah,0.54,0.5152,0.26,0.1343,107,564,671,Sore,Jumat
11127,2012-04-13,Musim Panas,1,4,19,0,5,Hari Kerja,Cerah,0.54,0.5152,0.24,0.1642,75,352,427,Sore,Jumat
11128,2012-04-13,Musim Panas,1,4,20,0,5,Hari Kerja,Cerah,0.5,0.4848,0.29,0.1343,44,242,286,Sore,Jumat
11129,2012-04-13,Musim Panas,1,4,21,0,5,Hari Kerja,Cerah,0.5,0.4848,0.36,0.0,36,153,189,Malam,Jumat
11130,2012-04-13,Musim Panas,1,4,22,0,5,Hari Kerja,Cerah,0.44,0.4394,0.62,0.1045,34,181,215,Malam,Jumat
11131,2012-04-13,Musim Panas,1,4,23,0,5,Hari Kerja,Cerah,0.42,0.4242,0.62,0.0896,35,163,198,Malam,Jumat
11132,2012-04-14,Musim Panas,1,4,0,0,6,Hari Libur,Cerah,0.4,0.4091,0.58,0.1343,11,85,96,Malam,Sabtu
11133,2012-04-14,Musim Panas,1,4,1,0,6,Hari Libur,Cerah,0.4,0.4091,0.58,0.1343,10,60,70,Malam,Sabtu
11134,2012-04-14,Musim Panas,1,4,2,0,6,Hari Libur,Cerah,0.38,0.3939,0.66,0.1343,3,53,56,Malam,Sabtu
11135,2012-04-14,Musim Panas,1,4,3,0,6,Hari Libur,Cerah,0.36,0.3636,0.66,0.0896,6,26,32,Malam,Sabtu
11136,2012-04-14,Musim Panas,1,4,4,0,6,Hari Libur,Cerah,0.36,0.3636,0.71,0.1045,5,9,14,Malam,Sabtu
11137,2012-04-14,Musim Panas,1,4,5,0,6,Hari Libur,Cerah,0.36,0.3636,0.66,0.1045,2,5,7,Pagi,Sabtu
11138,2012-04-14,Musim Panas,1,4,6,0,6,Hari Libur,Cerah,0.34,0.3333,0.76,0.1642,2,19,21,Pagi,Sabtu
11139,2012-04-14,Musim Panas,1,4,7,0,6,Hari Libur,Cerah,0.36,0.3636,0.71,0.1045,8,56,64,Pagi,Sabtu
11140,2012-04-14,Musim Panas,1,4,8,0,6,Hari Libur,Cerah,0.36,0.3485,0.71,0.1343,24,136,160,Pagi,Sabtu
11141,2012-04-14,Musim Panas,1,4,9,0,6,Hari Libur,Cerah,0.42,0.4242,0.54,0.1343,59,206,265,Pagi,Sabtu
11142,2012-04-14,Musim Panas,1,4,10,0,6,Hari Libur,Cerah,0.46,0.4545,0.51,0.1642,139,267,406,Pagi,Sabtu
11143,2012-04-14,Musim Panas,1,4,11,0,6,Hari Libur,Cerah,0.52,0.5,0.45,0.194,207,357,564,Pagi,Sabtu
11144,2012-04-14,Musim Panas,1,4,12,0,6,Hari Libur,Cerah,0.58,0.5455,0.35,0.2537,274,404,678,Siang,Sabtu
11145,2012-04-14,Musim Panas,1,4,13,0,6,Hari Libur,Cerah,0.62,0.6212,0.33,0.2985,308,370,678,Siang,Sabtu
11146,2012-04-14,Musim Panas,1,4,14,0,6,Hari Libur,Berawan,0.64,0.6212,0.27,0.4478,288,372,660,Siang,Sabtu
11147,2012-04-14,Musim Panas,1,4,15,0,6,Hari Libur,Berawan,0.64,0.6212,0.27,0.3582,311,347,658,Siang,Sabtu
11148,2012-04-14,Musim Panas,1,4,16,0,6,Hari Libur,Berawan,0.64,0.6212,0.27,0.3582,253,329,582,Siang,Sabtu
11149,2012-04-14,Musim Panas,1,4,17,0,6,Hari Libur,Berawan,0.62,0.6212,0.33,0.2537,251,309,560,Sore,Sabtu
11150,2012-04-14,Musim Panas,1,4,18,0,6,Hari Libur,Berawan,0.62,0.6212,0.35,0.2239,197,284,481,Sore,Sabtu
11151,2012-04-14,Musim Panas,1,4,19,0,6,Hari Libur,Berawan,0.6,0.6212,0.4,0.1642,163,296,459,Sore,Sabtu
11152,2012-04-14,Musim Panas,1,4,20,0,6,Hari Libur,Berawan,0.56,0.5303,0.46,0.1343,112,209,321,Sore,Sabtu
11153,2012-04-14,Musim Panas,1,4,21,0,6,Hari Libur,Berawan,0.56,0.5303,0.43,0.1343,53,167,220,Malam,Sabtu
11154,2012-04-14,Musim Panas,1,4,22,0,6,Hari Libur,Berawan,0.54,0.5152,0.52,0.1642,64,148,212,Malam,Sabtu
11155,2012-04-14,Musim Panas,1,4,23,0,6,Hari Libur,Berawan,0.54,0.5152,0.56,0.194,45,151,196,Malam,Sabtu
11156,2012-04-15,Musim Panas,1,4,0,0,0,Hari Libur,Berawan,0.54,0.5152,0.56,0.194,30,94,124,Malam,Minggu
11157,2012-04-15,Musim Panas,1,4,1,0,0,Hari Libur,Berawan,0.54,0.5152,0.56,0.1642,17,89,106,Malam,Minggu
11158,2012-04-15,Musim Panas,1,4,2,0,0,Hari Libur,Berawan,0.54,0.5152,0.56,0.1045,20,54,74,Malam,Minggu
11159,2012-04-15,Musim Panas,1,4,3,0,0,Hari Libur,Berawan,0.52,0.5,0.59,0.1343,18,27,45,Malam,Minggu
11160,2012-04-15,Musim Panas,1,4,4,0,0,Hari Libur,Berawan,0.54,0.5152,0.52,0.0,2,10,12,Malam,Minggu
11161,2012-04-15,Musim Panas,1,4,5,0,0,Hari Libur,Cerah,0.5,0.4848,0.68,0.1642,4,6,10,Pagi,Minggu
11162,2012-04-15,Musim Panas,1,4,6,0,0,Hari Libur,Cerah,0.5,0.4848,0.63,0.1343,5,11,16,Pagi,Minggu
11163,2012-04-15,Musim Panas,1,4,7,0,0,Hari Libur,Cerah,0.5,0.4848,0.63,0.1045,16,30,46,Pagi,Minggu
11164,2012-04-15,Musim Panas,1,4,8,0,0,Hari Libur,Cerah,0.52,0.5,0.59,0.0,33,64,97,Pagi,Minggu
11165,2012-04-15,Musim Panas,1,4,9,0,0,Hari Libur,Cerah,0.54,0.5152,0.56,0.2239,97,154,251,Pagi,Minggu
11166,2012-04-15,Musim Panas,1,4,10,0,0,Hari Libur,Cerah,0.58,0.5455,0.53,0.2239,186,235,421,Pagi,Minggu
11167,2012-04-15,Musim Panas,1,4,11,0,0,Hari Libur,Cerah,0.62,0.6212,0.46,0.2985,227,301,528,Pagi,Minggu
11168,2012-04-15,Musim Panas,1,4,12,0,0,Hari Libur,Cerah,0.64,0.6212,0.44,0.2836,275,360,635,Siang,Minggu
11169,2012-04-15,Musim Panas,1,4,13,0,0,Hari Libur,Cerah,0.66,0.6212,0.44,0.2836,298,383,681,Siang,Minggu
11170,2012-04-15,Musim Panas,1,4,14,0,0,Hari Libur,Cerah,0.7,0.6364,0.39,0.2836,282,346,628,Siang,Minggu
11171,2012-04-15,Musim Panas,1,4,15,0,0,Hari Libur,Cerah,0.7,0.6364,0.39,0.3881,266,351,617,Siang,Minggu
11172,2012-04-15,Musim Panas,1,4,16,0,0,Hari Libur,Cerah,0.72,0.6515,0.39,0.3582,286,330,616,Siang,Minggu
11173,2012-04-15,Musim Panas,1,4,17,0,0,Hari Libur,Cerah,0.7,0.6364,0.42,0.3284,262,361,623,Sore,Minggu
11174,2012-04-15,Musim Panas,1,4,18,0,0,Hari Libur,Cerah,0.7,0.6364,0.42,0.2537,184,295,479,Sore,Minggu
11175,2012-04-15,Musim Panas,1,4,19,0,0,Hari Libur,Cerah,0.7,0.6364,0.42,0.2537,114,265,379,Sore,Minggu
11176,2012-04-15,Musim Panas,1,4,20,0,0,Hari Libur,Cerah,0.64,0.6212,0.5,0.2239,86,205,291,Sore,Minggu
11177,2012-04-15,Musim Panas,1,4,21,0,0,Hari Libur,Cerah,0.62,0.6212,0.57,0.2537,76,153,229,Malam,Minggu
11178,2012-04-15,Musim Panas,1,4,22,0,0,Hari Libur,Cerah,0.68,0.6364,0.44,0.3582,37,97,134,Malam,Minggu
11179,2012-04-15,Musim Panas,1,4,23,0,0,Hari Libur,Cerah,0.66,0.6212,0.5,0.3881,25,65,90,Malam,Minggu
11180,2012-04-16,Musim Panas,1,4,0,1,1,Hari Libur,Cerah,0.64,0.6212,0.53,0.3284,15,26,41,Malam,Senin
11181,2012-04-16,Musim Panas,1,4,1,1,1,Hari Libur,Cerah,0.62,0.6061,0.61,0.3582,7,21,28,Malam,Senin
11182,2012-04-16,Musim Panas,1,4,2,1,1,Hari Libur,Cerah,0.6,0.6061,0.64,0.2537,5,9,14,Malam,Senin
11183,2012-04-16,Musim Panas,1,4,3,1,1,Hari Libur,Cerah,0.58,0.5455,0.68,0.194,3,5,8,Malam,Senin
11184,2012-04-16,Musim Panas,1,4,4,1,1,Hari Libur,Cerah,0.54,0.5152,0.77,0.2239,0,6,6,Malam,Senin
11185,2012-04-16,Musim Panas,1,4,5,1,1,Hari Libur,Cerah,0.54,0.5152,0.77,0.2239,4,34,38,Pagi,Senin
11186,2012-04-16,Musim Panas,1,4,6,1,1,Hari Libur,Cerah,0.52,0.5,0.83,0.1642,10,123,133,Pagi,Senin
11187,2012-04-16,Musim Panas,1,4,7,1,1,Hari Libur,Cerah,0.52,0.5,0.83,0.1343,20,367,387,Pagi,Senin
11188,2012-04-16,Musim Panas,1,4,8,1,1,Hari Libur,Berawan,0.56,0.5303,0.83,0.1642,48,549,597,Pagi,Senin
11189,2012-04-16,Musim Panas,1,4,9,1,1,Hari Libur,Cerah,0.62,0.6061,0.69,0.2239,59,238,297,Pagi,Senin
11190,2012-04-16,Musim Panas,1,4,10,1,1,Hari Libur,Cerah,0.62,0.6061,0.69,0.2537,75,149,224,Pagi,Senin
11191,2012-04-16,Musim Panas,1,4,11,1,1,Hari Libur,Cerah,0.64,0.6061,0.65,0.2537,115,136,251,Pagi,Senin
11192,2012-04-16,Musim Panas,1,4,12,1,1,Hari Libur,Cerah,0.68,0.6364,0.57,0.2537,75,196,271,Siang,Senin
11193,2012-04-16,Musim Panas,1,4,13,1,1,Hari Libur,Cerah,0.74,0.6667,0.45,0.2985,79,184,263,Siang,Senin
11194,2012-04-16,Musim Panas,1,4,14,1,1,Hari Libur,Cerah,0.76,0.6818,0.45,0.3284,105,183,288,Siang,Senin
11195,2012-04-16,Musim Panas,1,4,15,1,1,Hari Libur,Cerah,0.8,0.697,0.33,0.4478,81,194,275,Siang,Senin
11196,2012-04-16,Musim Panas,1,4,16,1,1,Hari Libur,Cerah,0.8,0.697,0.33,0.4627,92,266,358,Siang,Senin
11197,2012-04-16,Musim Panas,1,4,17,1,1,Hari Libur,Cerah,0.8,0.697,0.33,0.3881,111,601,712,Sore,Senin
11198,2012-04-16,Musim Panas,1,4,18,1,1,Hari Libur,Cerah,0.8,0.697,0.31,0.3881,87,589,676,Sore,Senin
11199,2012-04-16,Musim Panas,1,4,19,1,1,Hari Libur,Cerah,0.76,0.6667,0.35,0.3881,61,461,522,Sore,Senin
11200,2012-04-16,Musim Panas,1,4,20,1,1,Hari Libur,Cerah,0.74,0.6515,0.37,0.2985,48,327,375,Sore,Senin
11201,2012-04-16,Musim Panas,1,4,21,1,1,Hari Libur,Cerah,0.68,0.6364,0.51,0.2537,39,232,271,Malam,Senin
11202,2012-04-16,Musim Panas,1,4,22,1,1,Hari Libur,Cerah,0.68,0.6364,0.51,0.2537,35,179,214,Malam,Senin
11203,2012-04-16,Musim Panas,1,4,23,1,1,Hari Libur,Cerah,0.7,0.6364,0.45,0.2985,24,97,121,Malam,Senin
11204,2012-04-17,Musim Panas,1,4,0,0,2,Hari Kerja,Cerah,0.66,0.6212,0.54,0.194,10,33,43,Malam,Selasa
11205,2012-04-17,Musim Panas,1,4,1,0,2,Hari Kerja,Cerah,0.64,0.6212,0.57,0.1642,6,5,11,Malam,Selasa
11206,2012-04-17,Musim Panas,1,4,2,0,2,Hari Kerja,Cerah,0.56,0.5303,0.83,0.1045,1,3,4,Malam,Selasa
11207,2012-04-17,Musim Panas,1,4,3,0,2,Hari Kerja,Cerah,0.56,0.5303,0.83,0.0896,0,6,6,Malam,Selasa
11208,2012-04-17,Musim Panas,1,4,4,0,2,Hari Kerja,Cerah,0.66,0.6212,0.44,0.2239,3,6,9,Malam,Selasa
11209,2012-04-17,Musim Panas,1,4,5,0,2,Hari Kerja,Cerah,0.6,0.6212,0.53,0.2537,1,29,30,Pagi,Selasa
11210,2012-04-17,Musim Panas,1,4,6,0,2,Hari Kerja,Cerah,0.6,0.6212,0.46,0.2537,8,136,144,Pagi,Selasa
11211,2012-04-17,Musim Panas,1,4,7,0,2,Hari Kerja,Cerah,0.6,0.6212,0.43,0.2537,18,443,461,Pagi,Selasa
11212,2012-04-17,Musim Panas,1,4,8,0,2,Hari Kerja,Cerah,0.6,0.6212,0.43,0.2239,42,631,673,Pagi,Selasa
11213,2012-04-17,Musim Panas,1,4,9,0,2,Hari Kerja,Cerah,0.6,0.6212,0.38,0.4925,71,329,400,Pagi,Selasa
11214,2012-04-17,Musim Panas,1,4,10,0,2,Hari Kerja,Cerah,0.6,0.6212,0.38,0.4179,52,165,217,Pagi,Selasa
11215,2012-04-17,Musim Panas,1,4,11,0,2,Hari Kerja,Cerah,0.6,0.6212,0.33,0.4179,65,174,239,Pagi,Selasa
11216,2012-04-17,Musim Panas,1,4,12,0,2,Hari Kerja,Cerah,0.6,0.6212,0.33,0.3582,65,179,244,Siang,Selasa
11217,2012-04-17,Musim Panas,1,4,13,0,2,Hari Kerja,Cerah,0.62,0.6212,0.29,0.2537,52,187,239,Siang,Selasa
11218,2012-04-17,Musim Panas,1,4,14,0,2,Hari Kerja,Cerah,0.64,0.6212,0.27,0.2836,59,198,257,Siang,Selasa
11219,2012-04-17,Musim Panas,1,4,15,0,2,Hari Kerja,Cerah,0.66,0.6212,0.24,0.3284,91,217,308,Siang,Selasa
11220,2012-04-17,Musim Panas,1,4,16,0,2,Hari Kerja,Cerah,0.68,0.6212,0.22,0.3582,50,320,370,Siang,Selasa
11221,2012-04-17,Musim Panas,1,4,17,0,2,Hari Kerja,Cerah,0.64,0.6061,0.25,0.2985,108,673,781,Sore,Selasa
11222,2012-04-17,Musim Panas,1,4,18,0,2,Hari Kerja,Cerah,0.64,0.6061,0.25,0.2836,105,670,775,Sore,Selasa
11223,2012-04-17,Musim Panas,1,4,19,0,2,Hari Kerja,Cerah,0.6,0.6061,0.26,0.2537,73,464,537,Sore,Selasa
11224,2012-04-17,Musim Panas,1,4,20,0,2,Hari Kerja,Cerah,0.6,0.6061,0.23,0.2836,44,358,402,Sore,Selasa
11225,2012-04-17,Musim Panas,1,4,21,0,2,Hari Kerja,Cerah,0.56,0.5303,0.26,0.2985,37,260,297,Malam,Selasa
11226,2012-04-17,Musim Panas,1,4,22,0,2,Hari Kerja,Cerah,0.54,0.5152,0.3,0.2537,18,144,162,Malam,Selasa
11227,2012-04-17,Musim Panas,1,4,23,0,2,Hari Kerja,Cerah,0.54,0.5152,0.32,0.2239,10,72,82,Malam,Selasa
11228,2012-04-18,Musim Panas,1,4,0,0,3,Hari Kerja,Cerah,0.54,0.5152,0.32,0.1642,3,35,38,Malam,Rabu
11229,2012-04-18,Musim Panas,1,4,1,0,3,Hari Kerja,Cerah,0.52,0.5,0.34,0.194,1,13,14,Malam,Rabu
11230,2012-04-18,Musim Panas,1,4,2,0,3,Hari Kerja,Berawan,0.5,0.4848,0.42,0.194,1,8,9,Malam,Rabu
11231,2012-04-18,Musim Panas,1,4,3,0,3,Hari Kerja,Berawan,0.5,0.4848,0.42,0.2239,0,6,6,Malam,Rabu
11232,2012-04-18,Musim Panas,1,4,4,0,3,Hari Kerja,Berawan,0.5,0.4848,0.42,0.2836,0,7,7,Malam,Rabu
11233,2012-04-18,Musim Panas,1,4,5,0,3,Hari Kerja,Berawan,0.5,0.4848,0.39,0.2836,0,34,34,Pagi,Rabu
11234,2012-04-18,Musim Panas,1,4,6,0,3,Hari Kerja,Berawan,0.5,0.4848,0.39,0.2836,6,128,134,Pagi,Rabu
11235,2012-04-18,Musim Panas,1,4,7,0,3,Hari Kerja,Berawan,0.5,0.4848,0.39,0.194,10,408,418,Pagi,Rabu
11236,2012-04-18,Musim Panas,1,4,8,0,3,Hari Kerja,Hujan ringan,0.5,0.4848,0.39,0.194,25,551,576,Pagi,Rabu
11237,2012-04-18,Musim Panas,1,4,9,0,3,Hari Kerja,Hujan ringan,0.48,0.4697,0.44,0.2985,20,245,265,Pagi,Rabu
11238,2012-04-18,Musim Panas,1,4,10,0,3,Hari Kerja,Hujan ringan,0.48,0.4697,0.47,0.2239,31,116,147,Pagi,Rabu
11239,2012-04-18,Musim Panas,1,4,11,0,3,Hari Kerja,Hujan ringan,0.46,0.4545,0.47,0.2537,14,105,119,Pagi,Rabu
11240,2012-04-18,Musim Panas,1,4,12,0,3,Hari Kerja,Hujan ringan,0.46,0.4545,0.51,0.1045,15,95,110,Siang,Rabu
11241,2012-04-18,Musim Panas,1,4,13,0,3,Hari Kerja,Hujan ringan,0.46,0.4545,0.59,0.0,13,51,64,Siang,Rabu
11242,2012-04-18,Musim Panas,1,4,14,0,3,Hari Kerja,Hujan ringan,0.44,0.4394,0.72,0.1045,8,43,51,Siang,Rabu
11243,2012-04-18,Musim Panas,1,4,15,0,3,Hari Kerja,Hujan ringan,0.42,0.4242,0.77,0.194,10,88,98,Siang,Rabu
11244,2012-04-18,Musim Panas,1,4,16,0,3,Hari Kerja,Berawan,0.42,0.4242,0.77,0.2239,36,199,235,Siang,Rabu
11245,2012-04-18,Musim Panas,1,4,17,0,3,Hari Kerja,Berawan,0.42,0.4242,0.77,0.194,46,442,488,Sore,Rabu
11246,2012-04-18,Musim Panas,1,4,18,0,3,Hari Kerja,Berawan,0.42,0.4242,0.77,0.0,27,478,505,Sore,Rabu
11247,2012-04-18,Musim Panas,1,4,19,0,3,Hari Kerja,Berawan,0.42,0.4242,0.77,0.1343,26,342,368,Sore,Rabu
11248,2012-04-18,Musim Panas,1,4,20,0,3,Hari Kerja,Berawan,0.42,0.4242,0.77,0.1045,8,252,260,Sore,Rabu
11249,2012-04-18,Musim Panas,1,4,21,0,3,Hari Kerja,Berawan,0.42,0.4242,0.82,0.0896,24,165,189,Malam,Rabu
11250,2012-04-18,Musim Panas,1,4,22,0,3,Hari Kerja,Berawan,0.42,0.4242,0.77,0.0896,9,153,162,Malam,Rabu
11251,2012-04-18,Musim Panas,1,4,23,0,3,Hari Kerja,Berawan,0.42,0.4242,0.77,0.0,14,56,70,Malam,Rabu
11252,2012-04-19,Musim Panas,1,4,0,0,4,Hari Kerja,Hujan ringan,0.42,0.4242,0.77,0.0,5,20,25,Malam,Kamis
11253,2012-04-19,Musim Panas,1,4,1,0,4,Hari Kerja,Hujan ringan,0.42,0.4242,0.77,0.1045,2,11,13,Malam,Kamis
11254,2012-04-19,Musim Panas,1,4,2,0,4,Hari Kerja,Berawan,0.42,0.4242,0.77,0.0,2,4,6,Malam,Kamis
11255,2012-04-19,Musim Panas,1,4,3,0,4,Hari Kerja,Berawan,0.42,0.4242,0.77,0.0,1,3,4,Malam,Kamis
11256,2012-04-19,Musim Panas,1,4,4,0,4,Hari Kerja,Berawan,0.42,0.4242,0.71,0.0,0,4,4,Malam,Kamis
11257,2012-04-19,Musim Panas,1,4,5,0,4,Hari Kerja,Cerah,0.4,0.4091,0.82,0.0,0,30,30,Pagi,Kamis
11258,2012-04-19,Musim Panas,1,4,6,0,4,Hari Kerja,Berawan,0.4,0.4091,0.82,0.1045,4,116,120,Pagi,Kamis
11259,2012-04-19,Musim Panas,1,4,7,0,4,Hari Kerja,Berawan,0.4,0.4091,0.82,0.1343,15,391,406,Pagi,Kamis
11260,2012-04-19,Musim Panas,1,4,8,0,4,Hari Kerja,Berawan,0.42,0.4242,0.82,0.1045,26,651,677,Pagi,Kamis
11261,2012-04-19,Musim Panas,1,4,9,0,4,Hari Kerja,Berawan,0.46,0.4545,0.72,0.0,31,270,301,Pagi,Kamis
11262,2012-04-19,Musim Panas,1,4,10,0,4,Hari Kerja,Cerah,0.48,0.4697,0.63,0.0896,46,143,189,Pagi,Kamis
11263,2012-04-19,Musim Panas,1,4,11,0,4,Hari Kerja,Cerah,0.52,0.5,0.48,0.0,46,183,229,Pagi,Kamis
11264,2012-04-19,Musim Panas,1,4,12,0,4,Hari Kerja,Cerah,0.54,0.5152,0.49,0.0,51,213,264,Siang,Kamis
11265,2012-04-19,Musim Panas,1,4,13,0,4,Hari Kerja,Cerah,0.56,0.5303,0.46,0.0,52,186,238,Siang,Kamis
11266,2012-04-19,Musim Panas,1,4,14,0,4,Hari Kerja,Cerah,0.58,0.5455,0.43,0.0,54,183,237,Siang,Kamis
11267,2012-04-19,Musim Panas,1,4,15,0,4,Hari Kerja,Cerah,0.6,0.6212,0.43,0.0,66,196,262,Siang,Kamis
11268,2012-04-19,Musim Panas,1,4,16,0,4,Hari Kerja,Cerah,0.62,0.6212,0.41,0.1045,63,324,387,Siang,Kamis
11269,2012-04-19,Musim Panas,1,4,17,0,4,Hari Kerja,Cerah,0.6,0.6212,0.43,0.0896,85,663,748,Sore,Kamis
11270,2012-04-19,Musim Panas,1,4,18,0,4,Hari Kerja,Cerah,0.6,0.6212,0.43,0.0896,99,677,776,Sore,Kamis
11271,2012-04-19,Musim Panas,1,4,19,0,4,Hari Kerja,Cerah,0.58,0.5455,0.46,0.1343,70,516,586,Sore,Kamis
11272,2012-04-19,Musim Panas,1,4,20,0,4,Hari Kerja,Cerah,0.56,0.5303,0.49,0.2239,52,352,404,Sore,Kamis
11273,2012-04-19,Musim Panas,1,4,21,0,4,Hari Kerja,Cerah,0.52,0.5,0.55,0.1045,27,240,267,Malam,Kamis
11274,2012-04-19,Musim Panas,1,4,22,0,4,Hari Kerja,Cerah,0.52,0.5,0.59,0.194,29,219,248,Malam,Kamis
11275,2012-04-19,Musim Panas,1,4,23,0,4,Hari Kerja,Cerah,0.5,0.4848,0.63,0.1045,20,124,144,Malam,Kamis
11276,2012-04-20,Musim Panas,1,4,0,0,5,Hari Kerja,Cerah,0.48,0.4697,0.67,0.1045,5,59,64,Malam,Jumat
11277,2012-04-20,Musim Panas,1,4,1,0,5,Hari Kerja,Cerah,0.46,0.4545,0.82,0.194,3,22,25,Malam,Jumat
11278,2012-04-20,Musim Panas,1,4,2,0,5,Hari Kerja,Cerah,0.44,0.4394,0.88,0.194,3,18,21,Malam,Jumat
